AGS,Gültige,Union,SPD,Linke,AfD,FDP,Grüne,Sonstige
1054164,1566,23.8,27.6,4.7,3.9,10.9,19.7,9.4
1054165,284,14.1,21.5,3.5,5.3,14.1,27.1,14.4
1054166,370,23.8,23.5,2.2,7,7.8,20.8,14.9
1054167,547,27.1,18.6,3.3,6.2,11.5,15.7,17.6
1054168,8530,28.2,23.1,2.6,4.1,14.9,16.7,10.4
1055001,5227,24.4,28.8,3,9.6,13.1,12.7,8.4
1055002,462,26.2,31.4,3.9,8,11.5,13.2,5.8
1055004,13066,24.2,30.9,2.4,6.1,12.6,17.2,6.6
1055006,282,25.5,30.5,2.1,5.3,12.4,17,7.2
1055007,2269,25.4,25.8,2.7,6.6,13.8,16.5,9.2
1055010,518,29.9,28.8,2.5,9.5,12.7,11.8,4.8
1055011,330,22.4,33,2.7,5.5,12.4,17,7
1055012,10707,23.3,29.3,3.6,5.7,11.3,19.8,7
1055014,487,18.1,40.2,4.1,6.2,11.7,11.9,7.8
1055015,713,32.5,24.5,2,11.1,13.6,9.8,6.5
1055016,5295,30.2,28.8,2.2,7.4,13.5,12.1,5.8
1055017,967,24.2,32.9,5.1,8.1,11.9,11.3,6.5
1055018,503,34.6,25.4,2,12.1,8.2,10.5,7.2
1055020,306,25.5,31,1,7.8,14.7,12.4,7.6
1055021,5631,23.1,34.9,2.9,7,11.7,14.3,6.1
1055022,526,24.7,31.7,3.8,9.1,8.7,15.6,6.4
1055023,217,30.4,34.1,0,5.1,12.9,14.3,3.2
1055024,709,24.4,32.3,4.7,9.9,10,12.7,6
1055025,440,30.5,30.9,3.2,5.5,9.5,15.7,4.7
1055027,2143,24.5,31.3,3.4,7.6,11.6,13.4,8.2
1055028,6822,25.7,27.8,2.7,7.8,12.7,15.7,7.6
1055029,188,25,29.8,3.2,10.6,10.6,11.7,9.1
1055031,524,25.6,34.2,2.9,8.6,8.6,14.3,5.8
1055032,9463,23.8,30.9,3.5,6.5,11.7,17,6.6
1055033,5829,23.5,33.4,3.6,7.4,11.1,14.5,6.5
1055035,9678,24.3,30.8,2.5,8,12.6,15,6.8
1055036,465,24.5,31.2,4.5,9.2,10.1,10.3,10.2
1055037,815,27.6,30.9,3.2,6.9,11.7,13.9,5.8
1055038,1110,29.2,28.6,3.3,10.2,12.3,10.4,6
1055039,597,32.5,27.8,3.2,5.4,11.1,13.7,6.3
1055040,11250,24.4,30.1,2.2,6.7,13.4,16.6,6.6
1055041,3374,22.9,31.7,2.5,7.9,10.8,17.1,7.1
1055042,5455,32.2,23.4,1.8,6.2,17,14.8,4.6
1055043,997,22.8,30.6,4.4,8.8,13.3,12,8.1
1055044,7997,27.7,25.6,2.1,7.1,16.1,15.6,5.8
1055046,8184,25.6,33.8,2.8,6.6,11,14.1,6.1
1056001,2090,27.4,26.3,3,7.7,14.4,15.3,5.9
1056002,6278,22,30.3,3.6,7.3,12.4,17.4,7
1056003,326,35.6,18.4,3.1,7.4,16.3,13.5,5.7
1056004,371,32.9,23.4,1.6,12.4,11.3,8.9,9.5
1056005,2844,24.2,27.5,3.1,6.6,15.1,17.9,5.6
1056006,335,26.3,20,4.8,7.5,8.4,19.1,13.9
1056008,609,27.8,22.8,3.9,6.2,14,18.1,7.2
1056009,1172,24.7,29.7,2.8,5.8,14.5,14.8,7.7
1056010,821,26.1,25.1,2.9,9.1,13.6,13,10.2
1056011,223,29.1,22.4,3.6,8.1,17.5,11.7,7.6
1056013,1774,27.8,25.2,2.4,5.8,15.8,18.3,4.7
1056014,686,29,24.1,1.9,6.9,16.2,14.1,7.8
1056015,27037,18.3,31,4.1,7.9,12.1,18.4,8.2
1056016,385,19.7,27.3,3.4,13.8,15.1,13.2,7.5
1056017,208,21.6,19.7,2.4,13,17.3,15.4,10.6
1056018,11344,22,28.1,3.1,5.7,13.9,21.3,5.9
1056019,449,30.3,21.6,2.2,10.2,12.9,14,8.8
1056020,792,29.2,22.9,2.7,8.7,14.8,13.5,8.2
1056021,2500,22.8,28.7,2.7,6.7,15,17.4,6.7
1056022,443,31.6,22.8,2.3,10.4,15.8,9.3,7.8
1056023,1265,23,28.9,1.3,7.4,14.9,18.4,6.1
1056024,1282,26,29.7,2.2,6.6,14.9,14.4,6.2
1056025,914,21.8,27.5,3.6,3.8,10.5,20.4,12.4
1056026,873,27.6,27.3,2.6,7.9,14.9,12.6,7.1
1056027,682,26.1,27.4,2.6,6.9,12.3,18.2,6.5
1056028,1598,27.9,27.2,2.3,7.1,13.6,16.2,5.7
1056029,1570,26.1,29.7,2.1,5.8,12.9,17.3,6.1
1056030,1396,26.6,27.1,2,7.6,14.1,15,7.6
1056031,1563,24.1,30.5,3.4,6.2,12.5,19.2,4.1
1056032,873,24.3,29.2,2.4,9.4,13.1,15.6,6
1056033,535,26.2,28.6,3.7,8,14.2,12.3,7
1056034,306,29.4,24.8,0.7,9.2,14.1,11.4,10.4
1056035,438,25.6,20.1,2.5,8.9,17.6,15.8,9.5
1056036,1939,24.1,28.3,3,8.3,12.9,15,8.4
1056037,250,34.4,24.4,3.6,8,13.6,10.8,5.2
1056038,182,30.2,23.6,1.1,12.1,11,8.2,13.8
1056039,23092,20.6,30.7,3.6,7.3,12.2,18.9,6.7
1056040,971,24.9,25,2.7,5,14.3,20.8,7.3
1056041,13470,23.7,27.3,2.6,7.1,16.8,16.1,6.4
1056042,242,22.7,26.4,2.5,5.4,19.4,17.4,6.2
1056043,9481,25.2,28.6,2.7,5.9,14.9,16.7,6
1056044,11666,21.3,31.9,4,6.9,13.2,16.6,6.1
1056045,436,19.5,36,2.5,8,11,18.1,4.9
1056046,412,27.9,24.8,1.5,12.1,13.8,13.8,6.1
1056047,2770,26,26.9,2.6,7.1,16.1,14.6,6.7
1056048,9013,19.9,30.7,2.9,7.4,13.5,18.4,7.2
1056049,10038,20.9,32.4,3,8.5,12.1,15.2,7.9
1056050,19837,19,30.4,4.6,5.1,12.7,21.5,6.7
1056051,648,29.3,25.2,1.9,9.3,14,13.6,6.7
1057001,1851,22.7,30.8,3.2,6.6,13.6,14.3,8.8
1057002,87,33.3,19.5,3.4,1.1,9.2,27.6,5.9
1057003,309,28.2,25.2,1.9,6.1,10.4,16.5,11.7
1057004,306,26.8,31.7,1.3,3.9,13.4,15,7.9
1057005,175,39.4,17.1,2.3,9.1,7.4,14.9,9.8
1057006,108,25,29.6,2.8,4.6,9.3,19.4,9.3
1057007,793,26.6,32.2,4.7,7.6,11.5,10.5,6.9
1057008,1376,26.9,24.7,2.8,8.4,13.6,16.9,6.7
1057009,835,27.2,26.1,2.3,6.9,13.1,16.8,7.6
1057010,269,20.4,32.3,4.1,5.2,11.5,20.4,6.1
1057011,145,31.7,25.5,1.4,9.7,10.3,14.5,6.9
1057012,212,25,20.8,2.8,6.1,13.7,24.5,7.1
1057013,304,20.4,29.9,2.6,5.6,10.5,21.4,9.6
1057015,443,28.2,22.3,3.6,7.9,13.5,14,10.5
1057016,534,26.4,29.6,2.8,7.7,9.2,16.3,8
1057017,125,30.4,28.8,0,3.2,15.2,15.2,7.2
1057018,80,21.2,22.5,7.5,1.2,11.2,28.8,7.6
1057020,297,22.9,27.3,3.7,5.1,10.4,19.5,11.1
1057021,551,32.7,26.1,4.4,4,10,13.6,9.2
1057022,501,26.5,25,2.4,6.4,12.6,17,10.1
1057023,114,15.8,22.8,1.8,8.8,5.3,38.6,6.9
1057024,296,29.1,19.9,3.7,9.1,15.9,13.5,8.8
1057025,3813,24.5,26.5,2.3,5.3,12,24,5.4
1057026,170,21.8,31.8,5.9,2.9,16.5,11.8,9.3
1057027,229,27.1,29.3,3.9,8.7,13.5,11.8,5.7
1057028,224,32.1,27.7,4,7.1,12.9,8.5,7.7
1057029,464,24.6,32.8,1.9,6.5,13.4,13.4,7.4
1057030,347,23.6,27.4,5.2,6.9,14.4,15.6,6.9
1057031,237,15.6,20.3,3.4,10.1,11.8,24.9,13.9
1057032,309,30.4,24.3,4.9,9.7,11.3,14.2,5.2
1057033,414,22.7,25.8,3.4,5.3,12.6,24.9,5.3
1057034,98,29.6,29.6,4.1,7.1,9.2,12.2,8.2
1057035,312,26.3,37.8,2.2,5.8,6.4,11.5,10
1057037,161,29.8,25.5,4.3,4.3,9.9,21.1,5.1
1057038,229,27.1,29.3,3.9,8.7,13.5,11.8,5.7
1057039,433,22.6,27.9,5.3,9.5,8.5,17.3,8.9
1057040,207,22.7,30.9,1.9,6.8,13.5,15,9.2
1057041,218,23.9,30.3,0.9,10.6,13.3,13.8,7.2
1057042,292,22.6,26.7,5.1,8.9,7.9,20.5,8.3
1057043,2289,23.5,28.1,2.6,7.4,12.9,18.7,6.8
1057044,115,11.3,28.7,7.8,4.3,7,22.6,18.3
1057045,326,18.4,34.4,6.1,4.6,7.1,18.7,10.7
1057046,627,23.8,27.9,3.7,6.2,14.2,15,9.2
1057047,152,25.7,25,1.3,8.6,13.8,15.1,10.5
1057048,1999,24.3,30.8,4.8,7.8,9.9,14.4,8
1057049,190,22.1,30.5,2.1,3.7,13.2,21.6,6.8
1057050,465,24.3,23.7,2.2,10.3,14.4,15.9,9.2
1057051,1803,21,29.1,3.3,5.9,12.9,21.4,6.4
1057052,292,26.7,21.9,2.7,5.1,13.7,16.8,13.1
1057053,132,26.5,22.7,3.8,7.6,12.1,17.4,9.9
1057054,199,24.6,20.1,3.5,10.6,17.1,14.1,10
1057055,669,25.3,31.8,4.2,5.8,10.2,13.2,9.5
1057056,187,19.8,26.2,3.7,3.2,13.9,26.2,7
1057057,5545,23.4,27.5,4.4,6.1,11,19.8,7.8
1057058,207,26.1,21.7,1.9,5.8,12.1,21.3,11.1
1057059,210,21.9,24.8,2.9,5.7,9,25.2,10.5
1057060,217,24.9,25.3,1.4,8.8,12,19.8,7.8
1057062,9864,19.4,30.2,3.9,6.8,10.1,21.4,8.2
1057063,1045,24.6,27.7,3.4,6.2,11.6,17.9,8.6
1057065,167,19.8,37.1,6,4.2,13.8,12,7.1
1057066,407,25.6,19.9,2,10.3,9.3,21.6,11.3
1057067,274,24.1,24.8,2.2,4.7,15.7,19.3,9.2
1057068,440,40.2,17.7,1.6,6.6,14.8,9.8,9.3
1057069,449,26.9,24.5,2.5,9.1,12.7,15.1,9.2
1057070,661,23.1,26.8,2.6,5.4,12.1,21.9,8.1
1057071,457,32.2,24.5,0.9,8.8,13.1,12.3,8.2
1057072,299,24.1,28.1,5.7,9,12.7,15.4,5
1057073,2507,23.3,30.4,2.7,7.7,12.3,17,6.6
1057074,3127,21.8,31.3,3.2,7.5,11.4,17.6,7.2
1057076,391,20.7,36.3,3.3,7.4,9.2,12,11.1
1057077,754,22,26.1,4.1,8.6,14.7,15.7,8.8
1057078,258,34.1,23.3,3.5,6.2,8.1,15.1,9.7
1057079,393,33.8,21.6,2.3,5.6,13.5,18.8,4.4
1057080,629,24.6,25.8,2.4,9.4,13.4,16.7,7.7
1057081,153,24.8,36.6,0.7,1.3,12.4,19.6,4.6
1057082,198,26.3,29.8,2.5,3.5,10.1,19.7,8.1
1057083,169,35.5,30.8,2.4,8.9,11.2,7.7,3.5
1057084,265,23.8,29.8,3,3,14.3,18.1,8
1057085,1273,24,27.4,2.7,9,14.1,14.7,8.1
1057086,188,14.4,26.1,4.3,8,11.2,23.9,12.1
1057087,466,26.6,32.4,2.1,6.7,11.2,15,6
1057088,348,29.3,29.3,0.9,6,10.3,15.2,9
1057089,88,23.9,33,4.5,1.1,6.8,22.7,8
1057090,350,22,21.1,4.3,8,13.4,17.4,13.8
1057091,8973,23.6,30.2,2.6,6.4,11.7,18.3,7.2
1058001,412,21.8,20.1,5.1,4.4,11.9,29.6,7.1
1058003,954,23.5,31.2,2.2,7,12.8,12.2,11.1
1058004,109,23.9,25.7,1.8,0.9,9.2,27.5,11
1058005,6820,23.3,27.2,2.4,4.5,12.4,22.1,8.1
1058007,145,26.2,16.6,1.4,15.2,17.2,15.9,7.5
1058008,431,24.4,24.4,2.1,5.1,12.1,17.2,14.7
1058009,1749,26.5,26,2.3,7,13.1,17.7,7.4
1058010,91,26.4,19.8,3.3,17.6,9.9,6.6,16.4
1058011,387,38.2,22.5,1.3,5.9,14.5,10.6,7
1058012,726,23.3,26.4,2.6,6.5,12.9,18.6,9.7
1058013,147,29.3,17,4.8,9.5,23.1,7.5,8.8
1058014,217,40.6,22.1,2.3,8.3,14.3,6.9,5.5
1058015,349,32.7,21.2,3.7,6.6,16.3,11.7,7.8
1058016,91,30.8,13.2,3.3,6.6,18.7,17.6,9.8
1058018,311,19.9,27.3,3.9,6.1,11.6,20.6,10.6
1058019,136,20.6,21.3,2.2,11,19.9,15.4,9.6
1058021,335,26.3,20,4.8,7.5,8.4,19.1,13.9
1058022,3430,21.8,28.8,3.1,4.8,11.5,20.9,9.1
1058023,214,20.1,27.1,6.5,4.2,8.4,24.3,9.4
1058024,834,21.6,25.4,3.2,8.2,15.8,13.8,12
1058025,98,34.7,19.4,0,7.1,18.4,9.2,11.2
1058026,539,25.8,28.4,3,5.9,11.9,16.5,8.5
1058027,185,41.1,16.8,4.3,5.9,8.6,11.9,11.4
1058028,774,23,28.3,2.3,4.9,13.2,19.3,9
1058029,687,24.9,29.8,2.9,6.6,13.4,12.4,10
1058030,515,24.5,24.7,1.4,8.5,9.1,14.8,17
1058031,72,25,20.8,0,8.3,26.4,16.7,2.8
1058032,287,25.8,24.7,5.2,4.2,13.2,13.2,13.7
1058033,503,23.9,26.2,4,4.6,11.7,23.1,6.5
1058034,6430,20.4,32.2,3.3,7.4,10.3,14.7,11.7
1058035,249,25.3,18.9,3.6,8.4,14.5,18.5,10.8
1058036,115,43.5,18.3,0.9,10.4,11.3,4.3,11.3
1058037,1600,23.2,27,2.2,4.6,15.8,21.1,6.1
1058038,271,26.9,18.4,1.5,12.5,19.2,12.5,9
1058039,207,22.2,27.1,5.3,8.7,10.6,13.5,12.6
1058040,569,22.1,26.5,6.3,8.6,12.7,12.7,11.1
1058042,309,23,28.2,2.6,4.9,12,15.2,14.1
1058043,13897,20.8,29.2,3.6,6.2,10.4,19,10.8
1058044,326,29.8,19,1.5,11.3,11.7,20.2,6.5
1058045,147,30.6,27.9,5.4,5.4,4.8,16.3,9.6
1058046,261,29.9,23,2.3,8.4,11.5,18,6.9
1058047,781,23.9,29.8,2.7,10,11.4,9.7,12.5
1058048,123,39,15.4,0.8,6.5,7.3,15.4,15.6
1058049,703,22.2,29.6,4.1,9.1,12.4,14.2,8.4
1058050,877,20.2,20.2,4.2,6.5,11.7,28.5,8.7
1058051,526,22.2,24.3,2.5,8,12,22.1,8.9
1058052,986,24.1,25.6,4,6.9,11.7,16.3,11.4
1058053,2981,21,31.5,2.8,6.8,10.2,20,7.7
1058054,2943,24.5,30.1,2.4,8.5,11.5,13.4,9.6
1058055,256,32,25.4,2,7.4,12.5,7,13.7
1058056,256,32,25.4,2,7.4,12.5,7,13.7
1058057,267,26.6,32.6,2.6,3.4,9.4,16.5,8.9
1058058,3150,23.1,30.1,2.4,5.6,12.4,19.4,7
1058059,598,30.6,26.1,1.7,7,14.7,13.2,6.7
1058061,262,33.2,26.3,6.1,3.4,8.4,13.4,9.2
1058062,120,20.8,29.2,3.3,8.3,10,12.5,15.9
1058063,95,18.9,24.2,2.1,12.6,11.6,18.9,11.7
1058064,188,26.1,14.9,2.1,11.2,11.2,24.5,10
1058065,524,27.1,29.8,2.1,7.4,9.9,14.1,9.6
1058066,624,28.4,22.9,2.4,3.7,14.6,18.9,9.1
1058067,287,25.4,20.6,4.2,4.9,15,18.1,11.8
1058068,292,32.2,23.6,3.8,8.6,9.2,14.7,7.9
1058069,288,27.1,21.2,5.2,6.9,10.8,19.1,9.7
1058070,654,26.1,25.8,4.3,8.3,15,10.1,10.4
1058071,291,31.3,28.9,2.7,5.5,14.8,10.7,6.1
1058072,1209,27.6,26.2,2.7,10,12.8,11.2,9.5
1058073,132,28,26.5,2.3,11.4,13.6,12.1,6.1
1058074,77,40.3,19.5,2.6,7.8,6.5,11.7,11.6
1058075,291,31.3,28.9,2.7,5.5,14.8,10.7,6.1
1058076,102,33.3,14.7,3.9,2.9,18.6,18.6,8
1058077,2076,25.5,27.9,3.4,8.2,13.7,12.2,9.1
1058078,1205,28.2,28,2.7,7.3,12.5,10.5,10.8
1058080,572,30.8,27.6,1.9,7.5,11.4,12.6,8.2
1058081,172,27.9,19.2,2.9,2.3,8.7,28.5,10.5
1058082,404,20.8,27.2,5.4,8.7,10.1,16.3,11.5
1058083,113,24.8,13.3,6.2,8,10.6,23.9,13.2
1058084,133,26.3,14.3,4.5,7.5,12.8,17.3,17.3
1058085,118,23.7,16.9,2.5,9.3,11,28,8.6
1058086,1644,27.4,26.9,2.2,8.1,12.8,14.7,7.9
1058087,279,26.5,31.2,3.2,7.5,6.8,13.3,11.5
1058088,105,27.6,10.5,3.8,11.4,15.2,15.2,16.3
1058089,74,43.2,18.9,4.1,16.2,6.8,4.1,6.7
1058090,715,24.3,22.9,2.2,8.3,13,15.1,14.2
1058091,223,29.6,29.6,3.6,7.2,13.5,8.5,8
1058092,8287,24.1,25.1,3.5,3.9,11.2,25.4,6.8
1058093,307,19.5,21.8,2.9,5.2,17.3,24.8,8.5
1058094,758,24.7,21.8,4.2,7.4,12.5,19.9,9.5
1058096,671,33.1,25.5,2.4,4.6,10.9,15.1,8.4
1058097,219,30.6,25.6,1.4,12.8,12.3,5.5,11.8
1058098,117,41.9,13.7,2.6,8.5,14.5,13.7,5.1
1058099,370,28.4,25.7,3,10,8.9,11.9,12.1
1058100,299,29.4,21.1,2.7,5.4,14.7,13.4,13.3
1058101,202,40.1,17.8,3.5,7.4,9.4,13.9,7.9
1058102,359,22.8,28.4,2.5,8.6,12.5,12.5,12.7
1058103,190,26.3,27.4,1.6,13.2,14.2,10,7.3
1058104,846,20.3,27.8,3.1,4.4,13.4,23.3,7.7
1058105,628,21.3,24.8,1.9,9.2,12.4,19.7,10.7
1058106,117,35.9,17.1,1.7,3.4,12.8,15.4,13.7
1058107,2120,25.8,23.1,3,3.8,14.7,23.3,6.3
1058108,270,20,22.6,3.7,5.9,14.4,24.1,9.3
1058109,182,31.9,19.2,2.7,7.7,11,13.2,14.3
1058110,555,25.6,22.9,3.6,5.8,14.6,17.1,10.4
1058111,65,41.5,9.2,4.6,6.2,21.5,6.2,10.8
1058112,543,19.7,30.2,2,3.5,11.1,22.7,10.8
1058113,289,28,23.2,2.4,12.1,13.8,11.1,9.4
1058115,336,33,23.8,0.9,4.2,14,15.5,8.6
1058116,440,28.6,27.5,2.3,9.5,8.4,15.7,8
1058117,2976,23.7,30.9,3.7,8.1,10,14.3,9.3
1058118,782,24.7,26.9,4,9.2,13.7,12.8,8.7
1058119,185,28.1,22.2,2.7,6.5,15.7,15.7,9.1
1058120,85,30.6,31.8,2.4,2.4,8.2,7.1,17.5
1058121,1193,25.4,31.4,2.3,6.7,9.7,16.3,8.2
1058122,333,25.2,24.9,1.5,5.7,17.1,11.4,14.2
1058123,519,25,23.5,3.9,6.6,11.4,19.8,9.8
1058124,2444,22.2,29.5,3.4,6.8,12.2,16.6,9.3
1058125,294,28.2,28.9,1.7,11.6,17.7,5.1,6.8
1058126,395,23.5,18.5,2.8,4.3,11.1,33.2,6.6
1058127,1696,24.8,26.5,2.5,8.7,12,14.7,10.8
1058128,856,24.4,27,2,11.2,15.8,14.1,5.5
1058129,96,28.1,26,2.1,12.5,16.7,6.2,8.4
1058130,716,21.9,25.6,3.9,5.3,7.7,26.3,9.3
1058131,209,34,19.1,0,5.7,21.5,11,8.7
1058132,101,26.7,31.7,6.9,1,14.9,10.9,7.9
1058133,65,18.5,26.2,9.2,0,9.2,32.3,4.6
1058134,217,37.3,17.1,0,7.4,13.4,17.5,7.3
1058135,13111,18.5,30.3,4.9,8.6,9.8,16.2,11.7
1058136,556,26.4,29.7,1.1,8.5,12.4,13.5,8.4
1058137,1203,21.7,28.6,4.6,9.1,9.8,15,11.2
1058138,248,20.2,22.2,2.8,6,14.5,23,11.3
1058139,442,24.2,26.9,2.9,7,14,15.4,9.6
1058140,2028,21.8,34.1,3.6,8.5,10.6,12.2,9.2
1058141,181,27.1,20.4,1.7,5.5,9.9,26.5,8.9
1058142,470,27,26,2.6,6,9.4,21.1,7.9
1058143,134,34.3,17.2,2.2,8.2,14.2,13.4,10.5
1058144,120,26.7,18.3,3.3,4.2,19.2,15,13.3
1058145,169,23.7,23.1,6.5,8.3,10.7,16.6,11.1
1058146,334,25.7,24,4.5,5.7,10.8,18,11.3
1058147,384,27.6,22.4,2.9,8.3,14.6,16.9,7.3
1058148,534,30.1,32,2.4,2.6,11.4,15.2,6.3
1058150,1246,21.9,25.4,2.1,7,13.6,21,9
1058151,189,28,19,2.6,18,12.2,7.4,12.8
1058152,435,26.2,29.4,2.3,6.7,8.7,15.4,11.3
1058153,104,24,19.2,3.8,6.7,7.7,22.1,16.5
1058154,160,27.5,13.8,3.1,13.1,8.1,10.6,23.8
1058155,189,38.6,18.5,1.6,5.3,16.9,12.2,6.9
1058156,179,34.6,15.1,0,6.7,21.2,14.5,7.9
1058157,526,25.9,19,1.9,3.2,21.5,23.8,4.7
1058158,185,28.1,22.2,2.7,6.5,15.7,15.7,9.1
1058159,209,34,19.1,0,5.7,21.5,11,8.7
1058160,84,25,23.8,8.3,8.3,9.5,14.3,10.8
1058161,147,38.8,15.6,4.8,10.2,15.6,8.2,6.8
1058162,176,31.2,17.6,5.1,6.8,14.2,14.8,10.3
1058163,521,28,23.6,3.1,6.3,12.9,14.2,11.9
1058164,561,28,28.9,2.3,8,15,9.6,8.2
1058165,605,23.1,27.9,2.3,5.3,10.7,17.7,13
1058166,591,25,24.7,4.6,7.8,13.7,12.5,11.7
1058167,155,22.6,23.9,5.8,11.6,19.4,9,7.7
1058168,278,26.3,22.7,2.9,7.2,8.3,23.4,9.2
1058169,1534,27.4,26,2.5,8.3,13.6,14.8,7.4
1058170,1304,21.1,27.9,2.6,7.7,12.3,20.9,7.5
1058171,700,22,23.1,3.4,6.9,8.3,27.3,9
1058172,2313,25.4,27.6,2.9,6.9,12.4,15.7,9.1
1058173,492,22.6,27.6,3.3,5.1,9.6,17.1,14.7
1058174,212,29.2,25,3.3,7.1,9,17.5,8.9
1058175,221,28.1,18.6,2.7,3.2,10.4,24.9,12.1
1059001,180,25.6,28.3,1.1,5,16.1,11.1,12.8
1059002,142,12.7,21.1,6.3,0,9.9,36.6,13.4
1059005,384,24.2,30.2,1.3,10.4,9.4,15.1,9.4
1059006,336,23.5,22.6,4.2,4.5,10.4,16.4,18.4
1059008,641,26.5,30.7,2.7,8.4,7.2,10.8,13.7
1059009,375,31.7,22.4,2.9,7.2,14.4,9.9,11.5
1059010,724,25.7,24,3.7,8.7,10.4,13.3,14.2
1059012,307,22.1,26.4,2.3,4.2,10.1,24.4,10.5
1059018,922,25.5,27.5,2.3,5.3,11.8,13.6,14
1059019,579,26.4,22.5,3.6,7.6,10.5,12.6,16.8
1059020,285,23.2,23.9,2.1,8.8,17.5,7.4,17.1
1059023,404,27,27,1,7.7,13.4,10.6,13.3
1059024,974,35.5,26.1,2.2,8.7,11.5,8.3,7.7
1059026,1142,28.7,22.2,2.6,4.5,15.1,17.4,9.5
1059032,203,25.1,22.7,5.4,2.5,12.3,16.7,15.3
1059034,132,24.2,32.6,5.3,1.5,9.1,15.2,12.1
1059035,468,26.3,22.4,1.7,10,11.3,14.7,13.6
1059037,452,27.2,21.7,3.3,7.1,9.7,11.5,19.5
1059039,478,31.8,17.2,3.8,9,13.4,13.4,11.4
1059041,379,26.1,29,1.3,4.7,7.9,14,17
1059042,426,20.2,22.5,4,10.1,8.9,15.5,18.8
1059043,498,19.7,28.1,5,10.8,14.1,8,14.3
1059044,1246,24.4,26,2.4,7.2,13.8,11.5,14.7
1059045,5189,22.2,31.2,3.6,6,10.3,16.5,10.2
1059049,238,24.4,26.5,1.7,10.5,8.4,11.8,16.7
1059050,271,28.4,23.6,3,8.1,14,11.4,11.5
1059051,168,34.5,19,0.6,4.2,11.9,12.5,17.3
1059053,2620,25.3,28,3.2,7.7,12.1,12.4,11.3
1059055,130,17.7,23.1,3.8,2.3,14.6,13.8,24.7
1059056,116,19.8,29.3,1.7,7.8,11.2,14.7,15.5
1059057,524,29,20.8,1.1,9.4,12.8,13.6,13.3
1059058,350,34.6,13.7,2.6,5.7,23.4,10.9,9.1
1059060,490,23.7,26.1,4.7,5.7,9.4,17.1,13.3
1059062,622,23.2,25.1,3.1,5.9,10.8,16.9,15
1059063,336,12.8,32.7,2.7,9.5,11,10.4,20.9
1059065,74,24.3,25.7,1.4,8.1,13.5,9.5,17.5
1059067,162,25.9,21.6,4.3,3.1,21,13,11.1
1059068,264,22,28.8,1.9,7.6,13.3,13.6,12.8
1059070,139,21.6,20.9,6.5,6.5,7.9,23.7,12.9
1059072,117,30.8,14.5,6,1.7,17.1,11.1,18.8
1059073,732,21.7,23.4,2.2,6.7,14.5,17.1,14.4
1059074,179,19.6,24.6,5.6,5.6,11.7,16.8,16.1
1059075,13621,18.8,28.6,4.1,6.1,10.5,17.3,14.6
1059076,259,10.4,27,5.8,7.7,11.6,14.3,23.2
1059077,1360,25.4,27.6,3.2,5.4,11.3,11.8,15.3
1059078,433,25.2,19.9,2.5,8.1,16.4,15.5,12.4
1059079,1127,26.5,23,2.8,10.5,14.2,9.2,13.8
1059080,331,23,29.9,3.9,3.6,10.3,17.2,12.1
1059081,430,28.4,20.9,3.3,6,10.5,14.4,16.5
1059082,371,20.2,23.4,4,6.7,11.6,16.4,17.7
1059083,2036,21,29.3,4,6.3,10.4,13.1,15.9
1059084,254,22.4,24.8,3.5,7.9,15.7,10.6,15.1
1059086,466,27.7,21.7,4.1,6.2,10.5,18,11.8
1059087,487,33.1,22.6,2.3,9.7,13.8,8,10.5
1059088,177,40.7,18.6,2.3,15.8,5.1,1.7,15.8
1059090,491,19.8,26.9,4.1,9.2,10.6,11.2,18.2
1059092,717,31.8,23.4,1.3,7.1,11.6,10.9,13.9
1059093,198,17.2,24.2,5.6,8.6,13.1,16.7,14.6
1059094,306,25.2,22.2,5.2,2.9,11.4,21.9,11.2
1059095,99,22.2,22.2,9.1,6.1,7.1,19.2,14.1
1059096,266,28.9,22.2,2.6,10.5,11.3,11.3,13.2
1059097,233,29.6,15,3.9,5.6,10.3,19.3,16.3
1059098,637,23.1,31.1,3,3.8,8.3,15.5,15.2
1059101,254,22.4,20.1,7.1,4.3,5.9,23.6,16.6
1059102,112,20.5,24.1,2.7,7.1,12.5,16.1,17
1059103,298,16.8,26.5,4.7,5.4,12.4,18.8,15.4
1059105,61,16.4,26.2,6.6,4.9,23,6.6,16.3
1059106,531,22.4,23.9,2.3,7.7,10.9,17.9,14.9
1059107,1081,22.5,27.4,3,8.4,12.8,10.5,15.4
1059109,359,26.5,19.2,2.5,4.5,10.9,19.2,17.2
1059112,954,23.6,30.3,3.5,6.8,9.4,16.7,9.7
1059113,4198,25.3,24,3.3,4.6,13.1,18.9,10.8
1059115,1541,20.3,25.7,3.6,6.2,11.2,15.9,17.1
1059116,905,22.7,24,2.5,5.4,10.6,17.3,17.5
1059118,453,24.1,23.2,4,5.1,10.4,20.1,13.1
1059120,6886,18.4,27,3.3,5.3,10.5,16.4,19.1
1059121,431,28.1,29.5,3,8.1,10,11.8,9.5
1059123,341,26.7,17.6,2.6,4.1,16.4,10,22.6
1059124,70,31.4,18.6,4.3,2.9,11.4,8.6,22.8
1059126,637,26.2,24.2,4.7,4.1,9.1,18.8,12.9
1059127,1063,18.8,28.3,3.6,5.5,10.6,18.4,14.8
1059128,207,25.1,22.7,2.4,4.3,14,9.2,22.3
1059129,170,23.5,18.2,1.8,8.2,13.5,16.5,18.3
